,track_name,artist,genre,playlist_category,danceability,energy,valence,tempo,duration_ms,popularity,cluster,cluster_name
1920,Wave Sky Beat,Artist_87,Country,Romantic,0.696,0.823,0.151,66.66,90825,81,0,Chill Danceable (Slow Tempo)
1921,Dance Beat Wave,Artist_489,EDM,Sleep,0.003,0.231,0.806,116.19,163526,51,1,Happy Long Tracks
1922,Dream Dance Night,Artist_408,Pop,Travel,0.62,0.098,0.461,82.78,87392,28,0,Chill Danceable (Slow Tempo)
1923,Sky Dance,Artist_376,Jazz,Chill,0.355,0.979,0.075,156.43,351273,30,2,Sad Long Tracks
1924,Fire Dream Love,Artist_144,Pop,Workout,0.794,0.296,0.719,71.03,285213,8,1,Happy Long Tracks
1925,Love Night,Artist_63,Hip-Hop,Chill,0.093,0.871,0.292,136.55,183778,91,2,Sad Long Tracks
1926,Love Dream Beat,Artist_485,Indie,Workout,0.588,0.004,0.049,168.23,79556,41,4,Fast Short Tracks
1927,Dream Sky Night,Artist_114,Indie,Sleep,0.481,0.021,0.903,193.01,341160,25,3,Fast Danceable (High Tempo)
1928,Light Dance,Artist_478,Hip-Hop,Romantic,0.642,0.466,0.483,157.79,227224,59,3,Fast Danceable (High Tempo)
1929,Fire Sky Dance,Artist_13,Rock,Focus,0.065,0.239,0.281,73.93,211719,77,2,Sad Long Tracks
1930,Light Sky Heart,Artist_25,Indie,Focus,0.58,0.69,0.716,72.39,96472,34,0,Chill Danceable (Slow Tempo)
1931,Love Beat,Artist_228,Jazz,Focus,0.561,0.566,0.886,162.42,106295,39,4,Fast Short Tracks
1932,Beat Dance,Artist_263,Rock,Sleep,0.561,0.077,0.0,90.15,262236,71,2,Sad Long Tracks
1933,Beat Dance Light,Artist_321,Bollywood,Travel,0.603,0.163,0.688,122.61,304247,86,1,Happy Long Tracks
1934,Love Dream,Artist_280,Hip-Hop,Sleep,0.676,0.388,0.767,196.73,277495,97,3,Fast Danceable (High Tempo)
1935,Dream Dance Beat,Artist_217,EDM,Sleep,0.805,0.186,0.21,174.79,298729,46,3,Fast Danceable (High Tempo)
1936,Sky Beat,Artist_253,Pop,Focus,0.27,0.792,0.49,178.52,182978,38,4,Fast Short Tracks
1937,Night Dance Light,Artist_333,EDM,Party,0.825,0.416,0.089,180.51,258902,95,3,Fast Danceable (High Tempo)
1938,Light Dream Love,Artist_179,EDM,Party,0.498,0.093,0.747,146.74,337163,33,1,Happy Long Tracks
1939,Sky Dance Beat,Artist_265,Jazz,Romantic,0.077,0.484,0.847,164.15,63914,22,4,Fast Short Tracks
1940,Sky Heart Love,Artist_359,Hip-Hop,Chill,0.059,0.091,0.108,110.25,314058,27,2,Sad Long Tracks
1941,Wave Love,Artist_401,Bollywood,Chill,0.334,0.129,0.816,199.78,148908,63,4,Fast Short Tracks
1942,Heart Wave,Artist_249,Indie,Romantic,0.785,0.24,0.772,99.15,84621,27,0,Chill Danceable (Slow Tempo)
1943,Heart Beat,Artist_167,Hip-Hop,Travel,0.708,0.86,0.347,142.6,272966,21,3,Fast Danceable (High Tempo)
1944,Beat Heart,Artist_175,Classical,Focus,0.789,0.925,0.69,99.49,300011,53,1,Happy Long Tracks
1945,Beat Heart Love,Artist_350,Classical,Romantic,0.517,0.826,0.0,75.69,288471,35,2,Sad Long Tracks
1946,Fire Wave,Artist_278,Country,Workout,0.44,0.334,0.932,139.46,95899,47,4,Fast Short Tracks
1947,Wave Night Light,Artist_174,Jazz,Focus,0.147,0.272,0.55,109.47,85525,50,4,Fast Short Tracks
1948,Night Heart Dream,Artist_487,Indie,Chill,0.328,0.549,0.62,141.65,202832,10,4,Fast Short Tracks
1949,Light Heart,Artist_3,Hip-Hop,Romantic,0.434,0.722,0.665,138.21,349441,28,1,Happy Long Tracks
1950,Dance Beat,Artist_301,Bollywood,Workout,0.089,0.993,0.561,135.92,227638,37,1,Happy Long Tracks
1951,Sky Love Dance,Artist_174,Country,Workout,0.221,0.132,0.857,77.26,157403,41,1,Happy Long Tracks
1952,Heart Beat,Artist_295,Indie,Sleep,0.598,0.049,0.61,121.63,179412,97,0,Chill Danceable (Slow Tempo)
1953,Heart Night Dance,Artist_386,Indie,Party,0.736,0.694,0.908,173.68,153446,61,3,Fast Danceable (High Tempo)
1954,Fire Heart,Artist_50,Jazz,Romantic,0.998,0.832,0.582,104.12,221961,51,0,Chill Danceable (Slow Tempo)
1955,Light Heart Dream,Artist_156,Country,Focus,0.933,0.846,0.171,122.14,237859,8,3,Fast Danceable (High Tempo)
1956,Heart Beat Fire,Artist_172,Country,Chill,0.643,0.678,0.914,129.14,320916,58,1,Happy Long Tracks
1957,Night Light Fire,Artist_23,Classical,Workout,0.421,0.954,0.682,180.78,181223,61,4,Fast Short Tracks
1958,Sky Love Wave,Artist_152,Rock,Travel,0.636,0.511,0.699,151.78,299385,33,3,Fast Danceable (High Tempo)
1959,Fire Night Light,Artist_317,Hip-Hop,Romantic,0.786,0.914,0.985,74.03,342572,19,1,Happy Long Tracks
1960,Sky Night Dance,Artist_425,Country,Focus,0.118,0.968,0.075,181.12,313118,30,2,Sad Long Tracks
1961,Fire Heart Night,Artist_466,Bollywood,Focus,0.41,0.847,0.429,176.49,144141,78,4,Fast Short Tracks
1962,Light Sky Beat,Artist_225,Indie,Focus,0.84,0.31,0.239,165.51,338388,14,3,Fast Danceable (High Tempo)
1963,Fire Beat Light,Artist_91,Hip-Hop,Sleep,0.384,0.196,0.63,125.25,351408,36,1,Happy Long Tracks
1964,Wave Light Dance,Artist_462,Country,Focus,0.572,0.548,0.807,166.06,97035,7,4,Fast Short Tracks
1965,Love Light,Artist_128,Indie,Sleep,0.588,0.453,0.966,127.02,232989,34,1,Happy Long Tracks
1966,Wave Dance,Artist_201,Indie,Sleep,0.184,0.878,0.455,163.13,245128,50,2,Sad Long Tracks
1967,Dance Sky,Artist_212,Classical,Focus,0.362,0.1,0.786,183.22,343246,32,3,Fast Danceable (High Tempo)
1968,Wave Love Fire,Artist_319,Indie,Chill,0.335,0.258,0.917,184.68,146734,42,4,Fast Short Tracks
1969,Dance Dream Fire,Artist_150,Country,Romantic,0.026,0.752,0.683,123.64,218033,33,1,Happy Long Tracks
1970,Sky Beat,Artist_347,Bollywood,Focus,0.024,0.095,0.243,180.31,282618,14,2,Sad Long Tracks
1971,Heart Night Fire,Artist_202,Rock,Workout,0.832,0.321,0.608,74.2,67237,89,0,Chill Danceable (Slow Tempo)
1972,Sky Wave Dream,Artist_66,Pop,Travel,0.273,0.387,0.97,74.25,325128,28,1,Happy Long Tracks
1973,Wave Fire Beat,Artist_229,Classical,Chill,0.518,0.623,0.988,136.76,245860,39,1,Happy Long Tracks
1974,Night Dream,Artist_92,Pop,Sleep,0.299,0.158,0.642,151.26,79640,94,4,Fast Short Tracks
1975,Love Fire,Artist_257,Indie,Travel,0.941,0.861,0.887,81.42,321835,31,1,Happy Long Tracks
1976,Dance Wave Beat,Artist_220,Bollywood,Romantic,0.259,0.448,0.2,126.11,329323,24,2,Sad Long Tracks
1977,Love Fire Dream,Artist_490,Hip-Hop,Sleep,0.43,0.917,0.246,73.21,213879,4,2,Sad Long Tracks
1978,Dream Love Sky,Artist_174,Bollywood,Focus,0.873,0.468,0.953,144.29,228382,78,3,Fast Danceable (High Tempo)
1979,Light Dream Love,Artist_54,Bollywood,Travel,0.842,0.275,0.135,179.71,273822,9,3,Fast Danceable (High Tempo)
1980,Love Wave Night,Artist_277,EDM,Party,0.186,0.142,0.191,163.27,221161,70,2,Sad Long Tracks
1981,Wave Sky Night,Artist_467,Hip-Hop,Sleep,0.803,0.004,0.421,112.96,139028,24,0,Chill Danceable (Slow Tempo)
1982,Heart Night Beat,Artist_64,Classical,Romantic,0.458,0.532,0.59,199.13,308620,90,3,Fast Danceable (High Tempo)
1983,Fire Night,Artist_148,Rock,Romantic,0.483,0.107,0.604,152.81,230945,98,3,Fast Danceable (High Tempo)
1984,Light Wave,Artist_393,EDM,Workout,0.133,0.392,0.292,174.13,294751,65,2,Sad Long Tracks
1985,Dance Night Fire,Artist_354,Indie,Travel,0.081,0.589,0.921,153.76,348688,87,1,Happy Long Tracks
1986,Heart Wave,Artist_69,Jazz,Workout,0.728,0.276,0.915,198.52,346318,17,3,Fast Danceable (High Tempo)
1987,Fire Beat Wave,Artist_21,Rock,Party,0.496,0.175,0.392,174.99,62471,37,4,Fast Short Tracks
1988,Night Dream,Artist_158,Country,Sleep,0.437,0.775,0.434,132.72,220449,50,2,Sad Long Tracks
1989,Sky Dance,Artist_407,Pop,Travel,0.73,0.947,0.702,111.36,89319,45,0,Chill Danceable (Slow Tempo)
1990,Sky Love Dance,Artist_496,Hip-Hop,Focus,0.766,0.1,0.663,155.5,99056,20,4,Fast Short Tracks
1991,Night Heart Beat,Artist_471,Pop,Workout,0.159,0.156,0.382,142.63,80721,59,4,Fast Short Tracks
1992,Fire Sky Dream,Artist_116,Classical,Focus,0.61,0.96,0.414,148.11,81534,59,4,Fast Short Tracks
1993,Dance Heart Sky,Artist_334,Pop,Party,0.135,0.038,0.348,108.02,216420,90,2,Sad Long Tracks
1994,Wave Love,Artist_284,Classical,Sleep,0.751,0.978,0.235,120.02,278171,11,2,Sad Long Tracks
1995,Fire Sky,Artist_139,Rock,Romantic,0.657,0.005,0.458,138.13,137400,55,0,Chill Danceable (Slow Tempo)
1996,Sky Heart Night,Artist_392,Pop,Party,0.957,0.874,0.686,177.5,203250,84,3,Fast Danceable (High Tempo)
1997,Dance Beat,Artist_340,Indie,Sleep,0.069,0.307,0.742,166.81,136585,65,4,Fast Short Tracks
1998,Beat Sky,Artist_166,Rock,Party,0.057,0.939,0.779,76.61,136408,77,1,Happy Long Tracks
1999,Night Fire Sky,Artist_468,Rock,Sleep,0.282,0.317,0.375,94.38,127314,58,0,Chill Danceable (Slow Tempo)
2000,Dream Dance,Artist_24,Hip-Hop,Party,0.262,0.654,0.765,63.73,152131,44,1,Happy Long Tracks
2001,Beat Love Sky,Artist_350,Classical,Travel,0.247,0.08,0.007,61.11,300492,77,2,Sad Long Tracks
2002,Dance Wave,Artist_489,Jazz,Romantic,0.906,0.242,0.477,91.41,216236,14,0,Chill Danceable (Slow Tempo)
2003,Heart Beat Night,Artist_353,Jazz,Sleep,0.25,0.774,0.794,171.9,256880,76,1,Happy Long Tracks
2004,Sky Light,Artist_133,Indie,Party,0.272,0.529,0.63,186.66,316881,52,3,Fast Danceable (High Tempo)
2005,Heart Beat,Artist_465,Pop,Travel,0.759,0.928,0.474,114.85,315986,34,3,Fast Danceable (High Tempo)
2006,Dance Love Light,Artist_206,Hip-Hop,Party,0.45,0.429,0.645,138.85,127037,63,4,Fast Short Tracks
2007,Dance Dream,Artist_75,Bollywood,Focus,0.777,0.87,0.907,158.85,201369,27,3,Fast Danceable (High Tempo)
2008,Beat Fire,Artist_55,EDM,Party,0.065,0.449,0.566,193.41,138806,12,4,Fast Short Tracks
2009,Heart Night Light,Artist_250,Indie,Focus,0.488,0.979,0.8,187.81,312848,38,3,Fast Danceable (High Tempo)
2010,Fire Light,Artist_449,Country,Focus,0.034,0.96,0.981,68.01,194648,56,1,Happy Long Tracks
2011,Wave Beat,Artist_198,Rock,Travel,0.063,0.329,0.706,94.74,318434,65,1,Happy Long Tracks
2012,Dance Wave Dream,Artist_134,Classical,Workout,0.906,0.886,0.573,66.88,114879,90,0,Chill Danceable (Slow Tempo)
2013,Dream Heart Sky,Artist_340,Bollywood,Chill,0.139,0.848,0.037,146.32,236172,40,2,Sad Long Tracks
2014,Night Beat,Artist_100,Jazz,Travel,0.532,0.211,0.374,159.47,192353,21,4,Fast Short Tracks
2015,Dream Beat Light,Artist_476,EDM,Sleep,0.411,0.624,0.565,103.16,183694,32,1,Happy Long Tracks
2016,Love Wave,Artist_152,EDM,Travel,0.347,0.073,0.797,179.54,174434,89,4,Fast Short Tracks
2017,Night Dance,Artist_310,Pop,Focus,0.9,0.837,0.438,123.39,143189,12,0,Chill Danceable (Slow Tempo)
2018,Sky Dream,Artist_446,Rock,Workout,0.022,0.175,0.96,199.77,71676,89,4,Fast Short Tracks
2019,Beat Wave,Artist_104,Jazz,Party,0.664,0.071,0.272,60.06,151263,26,0,Chill Danceable (Slow Tempo)
2020,Dream Night Heart,Artist_440,EDM,Chill,0.963,0.4,0.745,75.33,267265,36,0,Chill Danceable (Slow Tempo)
2021,Wave Night,Artist_294,Jazz,Party,0.56,0.577,0.419,102.25,94343,16,0,Chill Danceable (Slow Tempo)
2022,Light Beat,Artist_463,Rock,Chill,0.937,0.855,0.486,63.57,254924,78,0,Chill Danceable (Slow Tempo)
2023,Dance Night Fire,Artist_147,Rock,Focus,0.052,0.974,0.803,169.53,216480,34,4,Fast Short Tracks
2024,Fire Sky,Artist_55,Pop,Romantic,0.419,0.439,0.296,67.39,102329,24,0,Chill Danceable (Slow Tempo)
2025,Dance Beat Dream,Artist_218,Rock,Travel,0.26,0.06,0.097,164.86,72094,72,4,Fast Short Tracks
2026,Fire Wave Sky,Artist_402,EDM,Romantic,0.731,0.749,0.52,67.36,74145,91,0,Chill Danceable (Slow Tempo)
2027,Beat Dream,Artist_450,Country,Chill,0.981,0.565,0.529,95.38,271368,39,0,Chill Danceable (Slow Tempo)
2028,Dream Love Sky,Artist_472,Classical,Travel,0.257,0.448,0.797,177.78,63187,64,4,Fast Short Tracks
2029,Fire Dance Wave,Artist_486,EDM,Sleep,0.654,0.309,0.968,193.15,312171,77,3,Fast Danceable (High Tempo)
2030,Wave Dance Night,Artist_367,Bollywood,Chill,0.198,0.502,0.055,118.03,232075,29,2,Sad Long Tracks
2031,Dance Dream,Artist_386,Indie,Romantic,0.565,0.339,0.592,195.79,237139,31,3,Fast Danceable (High Tempo)
2032,Beat Fire Wave,Artist_454,Jazz,Sleep,0.464,0.757,0.681,147.76,295528,63,1,Happy Long Tracks
2033,Wave Sky Night,Artist_194,Rock,Focus,0.972,0.544,0.986,118.22,124156,43,0,Chill Danceable (Slow Tempo)
2034,Light Love,Artist_230,Jazz,Sleep,0.609,0.877,0.943,172.39,141892,19,4,Fast Short Tracks
2035,Heart Fire,Artist_132,Indie,Chill,0.35,0.544,0.712,101.35,291259,10,1,Happy Long Tracks
2036,Heart Love Light,Artist_496,Pop,Chill,0.114,0.238,0.522,97.21,214812,56,1,Happy Long Tracks
2037,Light Beat Sky,Artist_18,Pop,Sleep,0.151,0.851,0.162,151.92,248796,60,2,Sad Long Tracks
2038,Heart Dream Love,Artist_227,Rock,Sleep,0.225,0.557,0.384,114.67,213407,43,2,Sad Long Tracks
2039,Sky Dream,Artist_285,Indie,Chill,0.251,0.207,0.585,79.03,114914,48,0,Chill Danceable (Slow Tempo)
2040,Heart Dance Dream,Artist_458,Classical,Sleep,0.851,0.624,0.725,69.37,329014,40,1,Happy Long Tracks
2041,Heart Light,Artist_348,Jazz,Focus,0.561,0.358,0.635,170.3,241882,34,3,Fast Danceable (High Tempo)
2042,Dream Sky Night,Artist_287,Rock,Sleep,0.523,0.844,0.714,154.63,112044,1,4,Fast Short Tracks
2043,Love Dream Dance,Artist_345,Indie,Focus,0.115,0.453,0.429,117.65,98811,19,4,Fast Short Tracks
2044,Heart Beat Sky,Artist_450,EDM,Focus,0.86,0.726,0.728,185.47,303006,1,3,Fast Danceable (High Tempo)
2045,Wave Sky Heart,Artist_356,Bollywood,Party,0.723,0.096,0.144,117.52,85451,88,0,Chill Danceable (Slow Tempo)
2046,Dream Heart Dance,Artist_215,Pop,Party,0.068,0.396,0.163,159.44,149791,25,4,Fast Short Tracks
2047,Light Dance,Artist_289,Indie,Sleep,0.708,0.983,0.163,187.28,63515,68,4,Fast Short Tracks
2048,Fire Dream,Artist_262,Jazz,Travel,0.544,0.808,0.891,177.7,231667,88,3,Fast Danceable (High Tempo)
2049,Fire Dream,Artist_377,Pop,Romantic,0.082,0.16,0.076,131.55,126171,84,2,Sad Long Tracks
2050,Dance Sky,Artist_427,Hip-Hop,Travel,0.458,0.278,0.802,155.29,106477,97,4,Fast Short Tracks
2051,Dance Beat,Artist_443,Rock,Party,0.485,0.33,0.234,117.91,289962,28,2,Sad Long Tracks
2052,Dance Love,Artist_480,Indie,Chill,0.166,0.65,0.468,150.61,170825,45,4,Fast Short Tracks
2053,Heart Light Dance,Artist_357,Jazz,Focus,0.946,0.757,0.916,96.06,90649,99,0,Chill Danceable (Slow Tempo)
2054,Dance Night Dream,Artist_460,Indie,Sleep,0.85,0.75,0.586,120.86,276462,24,3,Fast Danceable (High Tempo)
2055,Heart Night,Artist_428,Jazz,Party,0.669,0.51,0.21,89.34,187304,44,0,Chill Danceable (Slow Tempo)
2056,Sky Dream,Artist_485,Jazz,Sleep,0.462,0.811,0.284,65.35,185956,2,2,Sad Long Tracks
2057,Light Sky,Artist_185,Indie,Romantic,0.412,0.437,0.92,142.4,325614,23,1,Happy Long Tracks
2058,Wave Love,Artist_273,Pop,Sleep,0.651,0.124,0.427,181.02,282466,97,3,Fast Danceable (High Tempo)
2059,Beat Night,Artist_162,Rock,Sleep,0.545,0.564,0.587,63.58,329044,78,1,Happy Long Tracks
2060,Dance Night,Artist_229,Pop,Party,0.062,0.952,0.46,87.44,181250,62,2,Sad Long Tracks
2061,Love Sky Night,Artist_139,Rock,Focus,0.513,0.793,0.378,124.43,265190,15,2,Sad Long Tracks
2062,Heart Night Wave,Artist_318,Classical,Travel,0.806,0.579,0.223,153.23,233975,32,3,Fast Danceable (High Tempo)
2063,Love Night,Artist_39,Hip-Hop,Party,0.459,0.647,0.686,83.97,66132,87,0,Chill Danceable (Slow Tempo)
2064,Dance Wave Sky,Artist_491,Bollywood,Party,0.052,0.931,0.718,67.94,313955,4,1,Happy Long Tracks
2065,Heart Love,Artist_385,Hip-Hop,Travel,0.786,0.428,0.275,132.67,218338,84,3,Fast Danceable (High Tempo)
2066,Heart Dream Fire,Artist_45,Rock,Party,0.201,0.331,0.789,174.62,247715,31,4,Fast Short Tracks
2067,Sky Heart,Artist_28,Country,Travel,0.259,0.977,0.855,64.93,129074,59,1,Happy Long Tracks
2068,Night Light,Artist_203,Hip-Hop,Workout,0.165,0.863,0.921,108.91,337335,71,1,Happy Long Tracks
2069,Night Beat Sky,Artist_331,Hip-Hop,Chill,0.33,0.323,0.161,152.89,62747,1,4,Fast Short Tracks
2070,Fire Beat,Artist_416,Classical,Travel,0.757,0.464,0.304,78.3,209130,69,0,Chill Danceable (Slow Tempo)
2071,Love Fire,Artist_480,Pop,Workout,0.519,0.415,0.86,93.03,170030,14,1,Happy Long Tracks
2072,Beat Wave,Artist_224,Pop,Travel,0.205,0.149,0.199,134.97,134659,94,4,Fast Short Tracks
2073,Dream Night Sky,Artist_235,Bollywood,Workout,0.878,0.958,0.003,193.45,281308,23,3,Fast Danceable (High Tempo)
2074,Beat Sky Dream,Artist_329,Rock,Chill,0.88,0.404,0.871,100.23,166369,71,0,Chill Danceable (Slow Tempo)
2075,Night Heart Fire,Artist_78,Jazz,Travel,0.871,0.875,0.326,128.25,138840,16,0,Chill Danceable (Slow Tempo)
2076,Dance Beat Wave,Artist_220,Country,Workout,0.239,0.189,0.414,115.99,259473,9,2,Sad Long Tracks
2077,Wave Beat Night,Artist_149,Bollywood,Sleep,0.451,0.548,0.446,185.64,254626,98,3,Fast Danceable (High Tempo)
2078,Heart Dream Beat,Artist_487,EDM,Party,0.985,0.024,0.848,70.06,268468,31,0,Chill Danceable (Slow Tempo)
2079,Night Love Heart,Artist_47,Classical,Chill,0.772,0.764,0.338,139.26,230866,61,3,Fast Danceable (High Tempo)
2080,Fire Dream Dance,Artist_259,Bollywood,Focus,0.027,0.581,0.892,178.46,136861,45,4,Fast Short Tracks
2081,Sky Dance,Artist_230,Bollywood,Focus,0.065,0.626,0.617,198.34,117335,7,4,Fast Short Tracks
2082,Night Dance Sky,Artist_320,Pop,Party,0.464,0.052,0.527,157.82,313561,57,3,Fast Danceable (High Tempo)
2083,Dream Sky,Artist_121,Hip-Hop,Sleep,0.909,0.211,0.326,113.19,224986,64,0,Chill Danceable (Slow Tempo)
2084,Light Beat,Artist_335,EDM,Sleep,0.539,0.074,0.244,117.66,81068,2,0,Chill Danceable (Slow Tempo)
2085,Wave Love Night,Artist_297,Rock,Romantic,0.498,0.289,0.624,109.24,217967,6,1,Happy Long Tracks
2086,Light Night,Artist_231,Classical,Party,0.105,0.627,0.447,144.51,236080,61,2,Sad Long Tracks
2087,Beat Night Dance,Artist_276,Jazz,Party,0.657,0.566,0.911,163.52,236629,34,3,Fast Danceable (High Tempo)
2088,Heart Sky Night,Artist_313,EDM,Chill,0.822,0.612,0.492,174.73,181489,17,3,Fast Danceable (High Tempo)
2089,Night Dance,Artist_458,Country,Romantic,0.38,0.549,0.512,118.32,202604,26,1,Happy Long Tracks
2090,Dream Beat,Artist_163,Pop,Romantic,0.776,0.273,0.417,160.34,323036,76,3,Fast Danceable (High Tempo)
2091,Night Beat,Artist_111,Classical,Chill,0.964,0.245,0.789,188.27,181516,20,3,Fast Danceable (High Tempo)
2092,Heart Dance Light,Artist_233,Indie,Chill,0.204,0.137,0.425,188.92,161927,41,4,Fast Short Tracks
2093,Heart Dream Fire,Artist_243,Rock,Chill,0.523,0.849,0.269,158.56,264646,58,3,Fast Danceable (High Tempo)
2094,Night Sky,Artist_27,Rock,Chill,0.287,0.616,0.862,149.17,270979,99,1,Happy Long Tracks
2095,Beat Light,Artist_38,Country,Party,0.793,0.187,0.597,134.41,300594,99,3,Fast Danceable (High Tempo)
2096,Love Beat,Artist_496,Pop,Sleep,0.578,0.177,0.592,85.65,343483,54,1,Happy Long Tracks
2097,Love Dream,Artist_82,Pop,Party,0.635,0.873,0.611,77.31,116092,29,0,Chill Danceable (Slow Tempo)
2098,Dance Beat Wave,Artist_143,Classical,Travel,0.798,0.743,0.719,128.0,174090,48,0,Chill Danceable (Slow Tempo)
2099,Wave Heart Beat,Artist_295,EDM,Chill,0.396,0.659,0.313,82.32,185084,95,2,Sad Long Tracks
2100,Night Dream Light,Artist_109,Pop,Chill,0.915,0.407,0.034,140.78,147594,77,0,Chill Danceable (Slow Tempo)
2101,Fire Night,Artist_450,Rock,Party,0.533,0.262,0.811,150.4,268347,90,1,Happy Long Tracks
2102,Fire Love,Artist_432,EDM,Focus,0.158,0.979,0.129,133.59,180161,22,2,Sad Long Tracks
2103,Dance Dream,Artist_57,Jazz,Focus,0.696,0.797,0.722,65.1,143486,72,0,Chill Danceable (Slow Tempo)
2104,Beat Light,Artist_221,Rock,Romantic,0.793,0.302,0.082,68.08,355391,71,2,Sad Long Tracks
2105,Night Sky,Artist_380,Rock,Sleep,0.317,0.848,0.375,75.87,263705,5,2,Sad Long Tracks
2106,Dream Dance Beat,Artist_137,EDM,Chill,0.857,0.759,0.063,81.51,356011,52,2,Sad Long Tracks
2107,Night Dream,Artist_183,Bollywood,Chill,0.906,0.297,0.522,198.58,307995,1,3,Fast Danceable (High Tempo)
2108,Dance Wave,Artist_347,Pop,Sleep,0.277,0.427,0.653,108.23,142836,45,4,Fast Short Tracks
2109,Love Dance Fire,Artist_344,Hip-Hop,Sleep,0.984,0.186,0.171,100.88,228584,40,0,Chill Danceable (Slow Tempo)
2110,Sky Beat,Artist_306,Indie,Romantic,0.141,0.111,0.372,67.32,332545,64,2,Sad Long Tracks
2111,Heart Love,Artist_268,Bollywood,Romantic,0.202,0.723,0.93,148.94,135087,11,4,Fast Short Tracks
2112,Beat Wave,Artist_76,Jazz,Travel,0.184,0.268,0.442,151.31,340749,52,2,Sad Long Tracks
2113,Wave Light Sky,Artist_475,Classical,Sleep,0.894,0.82,0.803,84.56,247698,96,0,Chill Danceable (Slow Tempo)
2114,Dance Beat,Artist_458,Indie,Focus,0.654,0.996,0.927,188.69,359886,7,3,Fast Danceable (High Tempo)
2115,Light Dance Fire,Artist_133,Indie,Sleep,0.152,0.077,0.974,172.07,164418,51,4,Fast Short Tracks
2116,Light Love,Artist_127,Bollywood,Party,0.44,0.473,0.898,92.24,202085,93,1,Happy Long Tracks
2117,Wave Heart Night,Artist_480,Bollywood,Sleep,0.615,0.802,0.317,128.02,236357,94,2,Sad Long Tracks
2118,Beat Dance Night,Artist_225,Pop,Focus,0.083,0.789,0.963,124.17,265502,21,1,Happy Long Tracks
2119,Wave Heart Dance,Artist_280,EDM,Travel,0.882,0.76,0.812,108.79,310803,39,3,Fast Danceable (High Tempo)
2120,Love Dream Sky,Artist_8,Classical,Party,0.804,0.349,0.837,174.47,326811,44,3,Fast Danceable (High Tempo)
2121,Dance Heart,Artist_139,Country,Party,0.505,0.454,0.015,75.3,314723,57,2,Sad Long Tracks
2122,Fire Light Wave,Artist_226,EDM,Romantic,0.967,0.595,0.954,118.14,214254,41,0,Chill Danceable (Slow Tempo)
2123,Wave Dance Dream,Artist_2,Bollywood,Travel,0.418,0.974,0.778,119.92,88784,39,4,Fast Short Tracks
2124,Beat Wave Heart,Artist_150,Hip-Hop,Chill,0.984,0.328,0.768,125.62,186474,20,0,Chill Danceable (Slow Tempo)
2125,Dream Fire Sky,Artist_21,EDM,Travel,0.668,0.923,0.082,180.59,166594,22,3,Fast Danceable (High Tempo)
2126,Dance Dream,Artist_248,Indie,Workout,0.635,0.269,0.233,90.54,107576,29,0,Chill Danceable (Slow Tempo)
2127,Fire Dream,Artist_322,EDM,Sleep,0.166,0.989,0.962,74.41,88910,46,1,Happy Long Tracks
2128,Night Beat Dance,Artist_302,Pop,Chill,0.882,0.67,0.501,146.49,173260,68,3,Fast Danceable (High Tempo)
2129,Fire Wave Love,Artist_103,Classical,Sleep,0.427,0.464,0.398,84.34,294758,3,2,Sad Long Tracks
2130,Heart Sky,Artist_200,Hip-Hop,Travel,0.162,0.613,0.84,70.49,304383,73,1,Happy Long Tracks
2131,Dream Wave Love,Artist_177,Hip-Hop,Romantic,0.013,0.273,0.087,119.73,281789,5,2,Sad Long Tracks
2132,Heart Beat,Artist_35,Classical,Romantic,0.56,0.274,0.417,90.75,193241,56,0,Chill Danceable (Slow Tempo)
2133,Wave Fire,Artist_411,Bollywood,Workout,0.527,0.114,0.376,110.57,262027,67,2,Sad Long Tracks
2134,Light Fire,Artist_261,Classical,Workout,0.719,0.114,0.35,96.36,264819,89,0,Chill Danceable (Slow Tempo)
2135,Sky Heart Light,Artist_430,Pop,Chill,0.89,0.348,0.308,72.97,310397,32,0,Chill Danceable (Slow Tempo)
2136,Light Sky,Artist_229,Bollywood,Chill,0.079,0.763,0.21,138.45,211416,97,2,Sad Long Tracks
2137,Light Night,Artist_192,Classical,Sleep,0.731,0.608,0.173,63.78,328692,82,2,Sad Long Tracks
